Race,Gender,Education,Education-Mother,Education-Father,Self-Subjective,2010SOC,2018SOC,2019ONetSOC,Self-Objective,familarity
5,1,6,7,,1,33-9030,33-9031,33-9031.00,5.125,2
5,3,6,12,12,3,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,2,9,7,10,1,21-1093,21-1093,21-1093.00,4.05,2
3,2,3,1,3,3,31-9092,31-9092,31-9092.00,4.95,2
5,2,12,6,6,3,25-9011,25-4022,25-4022.00,4.366666666666666,3
3,1,5,5,5,4,43-9011,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
6,2,11,10,6,5,25-4021,25-4022,25-4022.00,4.366666666666666,3
5,2,4,6,7,3,37-2012,37-2012,37-2012.00,4.84,2
5,1,6,6,6,4,47-2141,47-2141,47-2141.00,3.789473684210526,2
5,1,9,6,,1,11-2020,11-2021,11-2021.00,4.25,5
5,2,12,6,14,4,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,2,9,6,4,1,41-2031,41-2031,41-2031.00,5.583333333333333,2
3,2,6,11,10,4,53-7051,53-7051,53-7051.00,5.636363636363637,2
5,2,6,11,11,7,35-3021,35-3023,35-3023.00,5.464285714285714,2
5,2,10,6,6,3,13-2011,13-2011,13-2011.00,5.233333333333333,3
5,1,12,11,11,4,41-3099,41-3091,41-3091.00,5.2,3
5,2,6,5,6,2,13-1151,13-1151,13-1151.00,4.05,5
5,1,6,1,14,4,11-3071,11-3071,11-3071.00,4.633333333333334,2
5,2,6,6,6,4,41-1011,41-1011,41-1011.00,4.571428571428571,2
5,2,11,9,12,4,27-1020,27-1021,27-1021.00,3.941176470588236,4
5,2,9,6,6,7,43-4051,43-4051,43-4051.00,5.066666666666666,2
5,2,11,6,6,4,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
5,2,10,6,6,3,29-1122,29-1122,29-1122.00,3.529411764705882,2
3,2,8,7,10,5,31-1010,31-1121,31-1121.00,3.8,2
5,3,14,5,5,7,19-1099,19-1099,19-1099.00,4.046198759029641,3.375
3,2,11,12,13,6,27-1020,27-1021,27-1021.00,3.941176470588236,4
5,2,6,6,,4,35-3031,35-3031,35-3031.00,5,2
6,2,6,,,3,39-9011,39-9011,39-9011.00,3.16,2
5,2,8,6,6,7,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,12,12,12,7,43-1011,43-1011,43-1011.00,4.241379310344827,3
5,1,6,7,4,3,53-7062,53-7062,53-7062.00,5.190476190476191,2
3,1,8,11,8,3,53-7051,53-7051,53-7051.00,5.636363636363637,2
5,2,9,6,6,1,53-7051,53-7051,53-7051.00,5.636363636363637,2
5,2,6,6,,4,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,2,9,6,9,1,35-1011,35-1011,35-1011.00,4.380952380952381,2
2,2,12,1,10,4,41-3021,41-3021,41-3021.00,4.473684210526316,2
5,1,11,10,8,1,29-1123,29-1123,29-1123.00,3.166666666666667,2
5,1,7,5,5,2,35-9099,35-9099,35-9099.00,5.239704739704739,2
6,2,6,12,6,7,41-2010,41-2011,41-2011.00,5.758620689655173,2
3,2,13,13,13,4,35-3041,35-3041,35-3041.00,5.571428571428571,2
5,2,10,11,11,5,15-1132,15-1252,15-1252.00,4.631578947368421,6
5,2,10,6,6,7,51-9061,51-9061,51-9061.00,5.59375,2
5,1,10,7,6,6,47-3010,47-3011,47-3011.00,4.266666666666667,2
2,2,5,12,12,1,41-2010,41-2011,41-2011.00,5.758620689655173,2
6,1,10,6,6,6,47-2111,47-2111,47-2111.00,4.047619047619047,2
5,2,9,11,4,7,35-3021,35-3023,35-3023.00,5.464285714285714,2
5,2,7,4,4,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,1,6,7,4,7,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
3,2,6,6,6,6,27-2020,27-2021,27-2021.00,2.222222222222222,2
5,1,11,6,11,5,11-3121,11-3121,11-3121.00,4.230769230769231,3
5,2,8,5,5,7,25-4021,25-4022,25-4022.00,4.366666666666666,3
3,2,9,9,,4,35-2010,35-2011,35-2011.00,5.315789473684211,2
5,1,9,6,11,2,15-1132,15-1252,15-1252.00,4.631578947368421,6
5,2,9,9,6,4,35-9099,35-9099,35-9099.00,5.239704739704739,2
5,1,11,6,9,1,15-1132,15-1252,15-1252.00,4.631578947368421,6
3,2,10,10,10,7,11-3021,11-3021,11-3021.00,4.058823529411764,6
5,1,11,11,11,3,27-3041,27-3041,27-3041.00,4.380952380952381,3
5,1,6,10,6,1,53-3030,53-3031,53-3031.00,5.5,2
6,1,11,6,9,4,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
5,2,10,11,10,3,27-1020,27-1021,27-1021.00,3.941176470588236,4
5,2,6,6,9,3,35-3031,35-3031,35-3031.00,5,2
5,1,11,6,6,1,11-3061,11-3061,11-3061.00,5,3
5,1,11,9,6,5,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,10,6,6,4,31-1010,31-1121,31-1121.00,3.8,2
5,2,11,4,7,5,29-2010,29-2011,29-2011.00,5.125,3
5,2,9,5,6,5,43-4051,43-4051,43-4051.00,5.066666666666666,2
5,2,9,12,13,2,31-9093,31-9093,31-9093.00,4.8125,2
5,1,12,9,13,1,27-2099,27-2099,27-2099.00,3.492280205809955,2.4615384615384617
3,1,6,6,6,2,35-3041,35-3041,35-3041.00,5.571428571428571,2
3,2,11,11,11,6,37-2011,37-2011,37-2011.00,5.173913043478261,2
5,1,13,11,13,3,23-1011,23-1011,23-1011.00,3.818181818181818,3
5,1,11,7,7,4,43-3031,43-3031,43-3031.00,6.066666666666666,2
6,2,6,6,5,7,31-9093,31-9093,31-9093.00,4.8125,2
5,2,9,6,12,5,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,2,6,4,6,5,31-9095,31-9095,31-9095.00,5.764705882352941,2
6,2,11,9,9,6,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,1,12,12,12,1,11-9021,11-9021,11-9021.00,3.96,2
5,2,5,11,11,2,35-3022,35-3023,35-3023.00,5.464285714285714,2
3,1,12,6,13,2,15-1122,15-1212,15-1212.00,4.833333333333333,5
5,2,10,9,9,3,31-1010,31-1121,31-1121.00,3.8,2
5,2,10,6,6,1,25-4021,25-4022,25-4022.00,4.366666666666666,3
5,2,6,6,6,4,35-9021,35-9021,35-9021.00,5.461538461538462,2
5,2,9,6,6,6,43-4051,43-4051,43-4051.00,5.066666666666666,2
5,2,13,8,13,1,23-1011,23-1011,23-1011.00,3.818181818181818,3
6,2,6,,4,1,35-9099,35-9099,35-9099.00,5.239704739704739,2
3,2,11,11,11,5,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
5,1,10,7,4,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,7,5,4,4,41-3099,41-3091,41-3091.00,5.2,3
5,2,6,6,6,2,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,6,12,13,1,27-1010,27-1011,27-1011.00,3.625,3
5,1,11,9,12,5,53-1031,53-1043,53-1043.00,4.727272727272728,2
5,2,6,6,6,4,35-3031,35-3031,35-3031.00,5,2
3,1,6,6,6,1,37-2011,37-2011,37-2011.00,5.173913043478261,2
5,1,12,11,11,5,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
5,2,11,7,4,6,25-2050,25-2051,25-2051.00,2.944444444444445,2
5,2,11,6,12,1,11-2031,11-2032,11-2032.00,3.9,3
5,1,12,5,14,5,15-1132,15-1252,15-1252.00,4.631578947368421,6
3,1,6,8,6,6,43-4071,43-4071,43-4071.00,6,2
5,2,12,12,12,1,15-1122,15-1212,15-1212.00,4.833333333333333,5
5,1,11,11,12,5,49-2020,49-2021,49-2021.00,4.466666666666667,2
5,1,11,11,11,1,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,1,9,10,10,6,51-8090,51-8091,51-8091.00,5.157894736842105,2
5,2,11,7,9,2,27-3043,27-3043,27-3043.00,4.35,3
5,1,11,11,12,7,15-1132,15-1252,15-1252.00,4.631578947368421,6
6,2,6,8,,5,45-2041,45-2041,45-2041.00,5.166666666666667,2
5,2,9,6,11,2,11-3121,11-3121,11-3121.00,4.230769230769231,3
6,2,12,6,6,4,29-1129,29-1129,29-1129.00,3.529793774044987,2.3
6,1,10,9,8,3,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,1,8,11,7,3,21-2021,21-2021,21-2021.00,3.210526315789474,2
5,2,11,6,6,4,27-3043,27-3043,27-3043.00,4.35,3
5,2,11,9,6,2,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,1,11,6,4,5,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,3,9,12,6,5,41-2010,41-2011,41-2011.00,5.758620689655173,2
3,1,6,6,6,3,17-2151,17-2151,17-2151.00,4.333333333333333,2
2,2,14,14,12,5,29-1161,29-1161,29-1161.00,3.476190476190476,3
5,2,8,8,7,4,29-1171,29-1171,29-1171.00,4.111111111111111,3
5,1,13,6,4,4,29-1060,29-1211,29-1211.00,3.666666666666667,3
5,1,10,1,4,5,25-4021,25-4022,25-4022.00,4.366666666666666,3
5,2,10,6,6,4,41-9010,41-9011,41-9011.00,4.75,2
5,2,6,6,6,2,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
3,1,5,7,11,2,37-3010,37-3011,37-3011.00,4,2
5,2,14,8,,1,21-1091,21-1091,21-1091.00,3.625,3
5,1,9,12,10,3,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,2,6,11,6,3,35-3031,35-3031,35-3031.00,5,2
3,1,8,1,1,2,47-5021,47-5023,47-5023.00,4.933333333333334,2
5,1,8,4,6,6,31-9093,31-9093,31-9093.00,4.8125,2
5,1,6,6,6,5,47-1011,47-1011,47-1011.00,4.133333333333334,2
5,2,12,13,12,1,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
5,2,9,6,6,1,23-2011,23-2011,23-2011.00,4.25,3
5,2,7,7,1,1,35-9099,35-9099,35-9099.00,5.239704739704739,2
6,2,9,8,14,4,35-2010,35-2011,35-2011.00,5.315789473684211,2
5,2,9,10,4,7,51-4199,51-4199,51-4199.00,5.094727263142216,2.142857142857143
5,2,9,10,6,3,25-9041,25-9042,25-9042.00,3.9,2
5,1,11,6,11,1,47-2141,47-2141,47-2141.00,3.789473684210526,2
5,2,11,11,12,2,43-1011,43-1011,43-1011.00,4.241379310344827,3
3,2,9,1,1,6,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,10,6,9,1,29-1141,29-1141,29-1141.00,3.740740740740741,2
6,2,12,10,12,4,43-2099,43-2099,43-2099.00,5.927631578947368,2
5,2,10,9,11,5,41-1011,41-1011,41-1011.00,4.571428571428571,2
6,2,8,6,6,3,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
5,1,10,8,6,2,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,2,9,10,10,1,39-9011,39-9011,39-9011.00,3.16,2
6,2,8,10,10,4,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,10,6,4,6,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,6,6,6,5,31-1010,31-1121,31-1121.00,3.8,2
5,2,6,6,,6,35-2021,35-2021,35-2021.00,5.322580645,2
6,2,6,5,5,4,35-9099,35-9099,35-9099.00,5.239704739704739,2
5,1,11,10,10,2,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
3,2,9,13,5,2,39-9030,39-9031,39-9031.00,3.409090909090909,2
6,1,6,3,3,4,47-2141,47-2141,47-2141.00,3.789473684210526,2
2,1,11,6,10,4,25-9011,25-4022,25-4022.00,4.366666666666666,3
5,2,10,6,,7,43-3031,43-3031,43-3031.00,6.066666666666666,2
5,2,11,12,13,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,6,6,6,5,11-2020,11-2021,11-2021.00,4.25,5
5,2,9,6,6,5,43-9061,43-9061,43-9061.00,5.571428571428571,2
5,2,12,12,6,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,5,4,7,3,37-1011,37-1011,37-1011.00,4.769230769230769,2
5,2,11,4,9,4,43-9199,43-9199,43-9199.00,5.642857142857143,5
5,1,9,12,9,5,43-4071,43-4071,43-4071.00,6,2
5,2,10,1,5,2,43-9199,43-9199,43-9199.00,5.642857142857143,5
5,2,10,6,6,2,29-2061,29-2061,29-2061.00,4.217391304347826,2
6,2,9,8,8,4,35-3022,35-3023,35-3023.00,5.464285714285714,2
6,2,6,6,13,7,35-1011,35-1011,35-1011.00,4.380952380952381,2
6,2,7,6,,5,31-1010,31-1121,31-1121.00,3.8,2
5,2,9,8,12,2,25-9041,25-9042,25-9042.00,3.9,2
6,2,11,1,6,4,47-2141,47-2141,47-2141.00,3.789473684210526,2
5,1,10,11,11,5,51-2020,51-2021,51-2021.00,5.090909090909091,2
6,2,7,5,4,5,31-9096,31-9096,31-9096.00,4.357142857142857,2
5,2,9,6,8,2,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,1,10,10,9,5,37-1012,37-1012,37-1012.00,4.357142857142857,2
6,1,8,4,4,3,51-4041,51-4041,51-4041.00,4.620689655172414,2
5,1,13,11,11,7,13-2051,13-2051,13-2051.00,4.846153846153846,5
5,2,6,6,6,7,41-2010,41-2011,41-2011.00,5.758620689655173,2
6,2,9,8,8,5,51-9030,51-9031,51-9031.00,5.5,2
5,2,6,6,6,3,13-2099,13-2099,13-2099.00,5.02605274,3.375
3,1,6,6,6,3,53-3020,53-3052,53-3052.00,5.333333333333333,2
5,1,9,11,8,4,41-2031,41-2031,41-2031.00,5.583333333333333,2
6,1,11,6,6,5,25-9011,25-4022,25-4022.00,4.366666666666666,3
5,2,11,11,11,3,43-9041,43-9041,43-9041.00,5.814814814814815,2
5,2,6,1,6,3,39-9021,31-1122,31-1122.00,3.909090909090909,2
5,1,11,6,11,4,13-2061,13-2061,13-2061.00,4.176470588235294,4
5,2,6,6,6,1,43-3011,43-3011,43-3011.00,5.6,2
5,2,8,6,6,4,53-6061,53-6061,53-6061.00,5.357142857142857,2
6,2,9,4,6,5,35-3021,35-3023,35-3023.00,5.464285714285714,2
5,2,10,6,11,2,33-1099,33-1099,33-1099.00,3.8724378881987573,2
3,1,7,8,8,3,39-5090,39-5091,39-5091.00,3.571428571428572,2
5,2,8,9,7,4,33-9092,33-9092,33-9092.00,4.333333333333333,2
3,2,10,,,3,25-2050,25-2051,25-2051.00,2.944444444444445,2
5,2,9,7,4,5,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
3,1,6,6,6,6,33-9030,33-9031,33-9031.00,5.125,2
5,1,6,11,6,3,49-9043,49-9043,49-9043.00,5.166666666666667,2
5,2,10,,,1,43-3031,43-3031,43-3031.00,6.066666666666666,2
5,2,11,11,11,6,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,12,4,4,1,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
5,2,9,9,14,3,47-2031,47-2031,47-2031.00,4,2
5,2,6,7,10,1,49-9098,49-9098,49-9098.00,4.5,2
5,2,11,6,6,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,9,,4,7,41-3041,41-3041,41-3041.00,5.875,2
5,2,6,4,6,1,25-9041,25-9042,25-9042.00,3.9,2
5,1,8,6,,1,51-3099,51-3099,51-3099.00,5.175992961287078,2
3,2,8,6,9,7,41-3099,41-3091,41-3091.00,5.2,3
6,2,9,6,6,5,41-2010,41-2011,41-2011.00,5.758620689655173,2
3,2,6,5,5,3,31-1010,31-1121,31-1121.00,3.8,2
5,2,6,6,6,3,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,1,8,6,6,3,51-9199,51-9199,51-9199.00,5.279794546297018,2.2777777777777777
5,2,6,6,8,3,45-3011,45-3031,45-3031.00,4.133333333333334,2
6,1,7,11,11,6,27-4030,27-4031,27-4031.00,4.583333333333333,2
5,2,6,6,6,1,21-1091,21-1091,21-1091.00,3.625,3
5,1,9,12,11,1,47-2141,47-2141,47-2141.00,3.789473684210526,2
5,2,10,4,6,3,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,9,,,2,39-5090,39-5091,39-5091.00,3.571428571428572,2
5,1,11,5,5,4,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,10,6,7,3,43-9199,43-9199,43-9199.00,5.642857142857143,5
6,2,10,4,8,1,27-2040,27-2041,27-2041.00,4.1,2
5,2,14,11,12,4,31-9096,31-9096,31-9096.00,4.357142857142857,2
5,2,7,7,6,6,39-5090,39-5091,39-5091.00,3.571428571428572,2
5,2,9,8,4,1,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,2,11,,,4,17-2041,17-2041,17-2041.00,4.769230769230769,4
3,2,6,6,6,7,35-2021,35-2021,35-2021.00,5.322580645,2
5,2,11,6,8,4,41-4010,41-4011,41-4011.00,4.944444444444445,4
3,2,6,4,6,5,35-2021,35-2021,35-2021.00,5.322580645,2
5,2,11,11,11,2,25-1199,25-1199,25-1199.00,3.6187894472677082,3
5,2,9,12,12,5,43-1011,43-1011,43-1011.00,4.241379310344827,3
5,2,11,6,7,2,43-4051,43-4051,43-4051.00,5.066666666666666,2
5,2,10,7,5,2,43-4199,43-4199,43-4199.00,5.580262878676192,2
2,2,10,6,6,6,41-3099,41-3091,41-3091.00,5.2,3
5,2,13,6,11,1,23-1011,23-1011,23-1011.00,3.818181818181818,3
5,2,11,4,,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
2,2,6,11,6,7,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,2,9,6,6,1,29-2050,29-2051,29-2051.00,4.153846153846154,2
5,2,6,5,5,2,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,1,10,6,6,6,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,2,11,11,13,4,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,2,11,6,10,1,25-2030,25-2031,25-2031.00,3.0625,3
3,2,12,,,3,25-2010,25-2011,25-2011.00,2.823529411764706,2
6,2,11,11,12,7,41-4010,41-4011,41-4011.00,4.944444444444445,4
5,2,11,6,11,2,45-2090,45-2091,45-2091.00,5.235294117647059,2
6,1,12,12,12,2,13-2099,13-2099,13-2099.00,5.02605274,3.375
6,2,2,6,6,2,39-9021,31-1122,31-1122.00,3.909090909090909,2
5,1,10,6,6,5,49-3023,49-3023,49-3023.00,4.4,2
5,2,12,6,1,5,25-2050,25-2051,25-2051.00,2.944444444444445,2
5,3,12,10,11,6,25-4021,25-4022,25-4022.00,4.366666666666666,3
5,2,8,7,7,1,39-9021,31-1122,31-1122.00,3.909090909090909,2
5,2,8,6,6,7,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
5,2,11,8,6,1,35-3021,35-3023,35-3023.00,5.464285714285714,2
5,2,8,11,6,4,29-2010,29-2011,29-2011.00,5.125,3
5,2,6,6,9,1,29-1171,29-1171,29-1171.00,4.111111111111111,3
6,2,11,4,5,5,35-3031,35-3031,35-3031.00,5,2
6,2,10,9,7,1,35-9099,35-9099,35-9099.00,5.239704739704739,2
6,2,9,10,6,2,23-2090,27-3092,27-3092.00,5.642857142857143,2
5,2,9,11,7,4,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,9,6,6,1,31-9093,31-9093,31-9093.00,4.8125,2
5,2,8,6,11,3,17-2161,17-2161,17-2161.00,3.5,5
5,2,6,6,5,4,31-1010,31-1121,31-1121.00,3.8,2
5,2,12,6,10,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,1,6,4,6,5,37-3010,37-3011,37-3011.00,4,2
3,2,8,8,8,3,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
3,1,9,6,6,1,47-2150,47-2151,47-2151.00,4.357142857142857,2
5,2,11,6,6,3,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,2,11,9,9,1,43-6010,43-6011,43-6011.00,5.272727272727272,3
3,2,6,9,6,3,13-1141,13-1141,13-1141.00,4.291666666666667,3
5,2,12,10,8,1,25-1199,25-1199,25-1199.00,3.6187894472677082,3
5,1,12,11,12,7,13-1070,13-1071,13-1071.00,4.730769230769231,3
5,2,9,12,6,2,35-3041,35-3041,35-3041.00,5.571428571428571,2
5,2,8,8,8,4,21-1091,21-1091,21-1091.00,3.625,3
5,2,9,9,,2,29-2061,29-2061,29-2061.00,4.217391304347826,2
3,2,9,4,1,3,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,2,9,10,6,3,27-2099,27-2099,27-2099.00,3.492280205809955,2.4615384615384617
6,2,11,3,6,3,11-3121,11-3121,11-3121.00,4.230769230769231,3
3,1,12,6,6,5,41-1011,41-1011,41-1011.00,4.571428571428571,2
5,2,6,6,11,7,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,12,4,6,5,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
3,2,11,11,14,2,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,2,11,4,13,6,13-2051,13-2051,13-2051.00,4.846153846153846,5
2,1,11,11,12,4,43-3011,43-3011,43-3011.00,5.6,2
6,2,6,6,,4,41-3099,41-3091,41-3091.00,5.2,3
3,2,6,6,6,3,41-3099,41-3091,41-3091.00,5.2,3
5,2,11,11,7,7,31-9094,31-9094,31-9094.00,5.733333333333333,3
3,2,6,6,6,1,51-9111,51-9111,51-9111.00,5.75,2
5,2,12,6,1,1,31-9093,31-9093,31-9093.00,4.8125,2
6,2,9,11,8,1,43-4121,43-4121,43-4121.00,5.212121212121212,2
5,2,11,4,6,1,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,12,8,12,2,31-1010,31-1121,31-1121.00,3.8,2
2,2,11,12,12,5,53-1031,53-1043,53-1043.00,4.727272727272728,2
3,2,9,10,11,5,53-6051,53-6051,53-6051.00,5.428571428571429,2
5,1,11,6,8,2,11-2020,11-2021,11-2021.00,4.25,5
5,2,10,12,6,1,39-1021,39-1014,39-1014.00,3.789473684210526,2
5,2,11,6,10,2,13-2061,13-2061,13-2061.00,4.176470588235294,4
3,2,6,4,5,1,35-3022,35-3023,35-3023.00,5.464285714285714,2
3,1,6,6,6,3,19-4061,19-4061,19-4061.00,4.913043478260869,4
3,2,12,10,6,4,43-4121,43-4121,43-4121.00,5.212121212121212,2
3,1,9,8,8,7,11-3011,11-3012,11-3012.00,4.222222222222222,3
6,2,9,12,11,2,53-4010,53-4011,53-4011.00,5.333333333333333,2
3,2,12,12,9,2,11-1021,11-1021,11-1021.00,4.764705882352941,4
6,2,6,4,4,4,29-1124,29-1124,29-1124.00,4.227272727272728,2
3,1,6,6,6,1,47-5071,47-5071,47-5071.00,4.4,2
6,2,6,,,5,41-1011,41-1011,41-1011.00,4.571428571428571,2
3,1,7,,,7,33-9030,33-9031,33-9031.00,5.125,2
6,2,6,9,4,4,41-3099,41-3091,41-3091.00,5.2,3
6,2,11,6,6,2,25-2050,25-2051,25-2051.00,2.944444444444445,2
3,2,9,11,12,4,19-3030,19-3033,19-3033.00,3.4,3
3,1,11,11,11,4,27-3041,27-3041,27-3041.00,4.380952380952381,3
6,2,13,4,4,4,41-3021,41-3021,41-3021.00,4.473684210526316,2
3,1,8,9,13,3,49-3021,49-3021,49-3021.00,4.12,2
3,2,10,10,10,4,31-2010,31-2011,31-2011.00,3.272727272727273,2
3,2,10,7,7,4,43-3031,43-3031,43-3031.00,6.066666666666666,2
6,2,6,6,5,5,41-9010,41-9011,41-9011.00,4.75,2
2,2,11,12,12,6,15-1132,15-1252,15-1252.00,4.631578947368421,6
3,2,9,5,12,1,41-2021,41-2021,41-2021.00,5.5,2
6,2,10,7,6,7,37-2012,37-2012,37-2012.00,4.84,2
3,2,10,9,6,4,23-2011,23-2011,23-2011.00,4.25,3
3,1,8,11,7,7,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
6,2,11,10,11,3,15-2031,15-2031,15-2031.00,4.1875,6
3,1,11,6,6,4,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
6,2,10,7,7,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
3,1,6,6,6,4,53-7062,53-7062,53-7062.00,5.190476190476191,2
6,2,11,11,,2,21-1010,21-1011,21-1011.00,3.086956522,2
6,1,11,7,8,4,41-4010,41-4011,41-4011.00,4.944444444444445,4
3,2,8,10,6,4,51-4010,51-9161,51-9161.00,5.62962963,3
3,2,11,6,11,6,51-9199,51-9199,51-9199.00,5.279794546297018,2.2777777777777777
6,2,10,11,11,3,43-4161,43-4161,43-4161.00,5.631578947368421,2
3,1,10,8,12,5,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
6,2,7,6,6,7,31-9092,31-9092,31-9092.00,4.95,2
3,2,6,1,1,6,41-1011,41-1011,41-1011.00,4.571428571428571,2
3,2,11,11,7,4,41-1011,41-1011,41-1011.00,4.571428571428571,2
6,2,8,11,6,5,29-1123,29-1123,29-1123.00,3.166666666666667,2
3,2,10,6,6,4,27-4099,27-4099,27-4099.00,4.799747447704719,2.5714285714285716
6,2,6,,,7,35-1011,35-1011,35-1011.00,4.380952380952381,2
6,1,12,11,13,7,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
6,2,9,4,6,5,21-1020,21-1021,21-1021.00,2.956521739130435,2
6,2,11,7,6,2,27-1010,27-1011,27-1011.00,3.625,3
6,2,8,1,2,7,31-1010,31-1121,31-1121.00,3.8,2
3,1,6,6,6,2,41-4010,41-4011,41-4011.00,4.944444444444445,4
6,2,10,2,2,6,13-1011,13-1011,13-1011.00,4.571428571428571,3
6,2,11,9,6,7,25-2020,25-2021,25-2021.00,3.078947368421053,2
3,2,6,,6,4,41-2010,41-2011,41-2011.00,5.758620689655173,2
3,2,11,11,12,5,11-3011,11-3012,11-3012.00,4.222222222222222,3
3,2,11,8,,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
6,2,9,6,6,1,29-1051,29-1051,29-1051.00,4.666666666666667,4
6,2,11,5,5,2,29-1141,29-1141,29-1141.00,3.740740740740741,2
3,2,12,8,10,3,25-2030,25-2031,25-2031.00,3.0625,3
3,1,6,4,9,4,13-1022,13-1022,13-1022.00,4.9,3
3,2,12,11,6,1,25-2050,25-2051,25-2051.00,2.944444444444445,2
3,2,6,6,6,1,21-1091,21-1091,21-1091.00,3.625,3
3,1,10,10,4,3,51-3099,51-3099,51-3099.00,5.175992961287078,2
3,2,6,7,7,5,29-1141,29-1141,29-1141.00,3.740740740740741,2
6,2,9,5,1,4,25-9011,25-4022,25-4022.00,4.366666666666666,3
3,2,11,10,11,1,51-9111,51-9111,51-9111.00,5.75,2
3,2,6,7,7,3,29-1141,29-1141,29-1141.00,3.740740740740741,2
6,2,10,6,,6,41-2031,41-2031,41-2031.00,5.583333333333333,2
6,2,3,7,8,6,11-1011,11-1011,11-1011.03,3.611111111111111,4
3,2,6,4,4,3,41-9020,41-9021,41-9021.00,4.684210526315789,2
6,1,6,6,6,7,43-5111,43-5111,43-5111.00,5.727272727272728,2
6,2,12,8,8,7,11-1011,11-1011,11-1011.03,3.611111111111111,4
6,2,6,12,11,4,45-2021,45-2021,45-2021.00,4.291666666666667,2
6,2,10,10,10,7,11-1011,11-1011,11-1011.03,3.611111111111111,4
6,1,8,10,13,5,35-3041,35-3041,35-3041.00,5.571428571428571,2
3,2,6,4,6,5,35-2021,35-2021,35-2021.00,5.322580645,2
3,2,8,4,,5,35-9099,35-9099,35-9099.00,5.239704739704739,2
6,1,11,11,9,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
3,2,9,8,6,5,53-3030,53-3031,53-3031.00,5.5,2
6,2,10,9,11,7,11-1011,11-1011,11-1011.03,3.611111111111111,4
